DATE,UNRATE,LFPR,notinLF,LNS11300001,m_not_lfpr,LNS11300002,w_not_lfpr
1948-01-01,3.4,58.6,41.4,86.7,13.3,32,68
1948-02-01,3.8,58.9,41.1,87,13,32.4,67.6
1948-03-01,4,58.5,41.5,86.3,13.7,32.1,67.9
1948-04-01,3.9,59,41,86.6,13.4,33,67
1948-05-01,3.5,58.3,41.7,86.1,13.9,32,68
1948-06-01,3.6,59.2,40.8,86.6,13.4,33.4,66.6
1948-07-01,3.6,59.3,40.7,86.7,13.3,33.4,66.6
1948-08-01,3.9,58.9,41.1,86.7,13.3,32.7,67.3
1948-09-01,3.8,58.9,41.1,86.3,13.7,33,67
1948-10-01,3.7,58.7,41.3,86.6,13.4,32.4,67.6
1948-11-01,3.8,58.7,41.3,86.5,13.5,32.6,67.4
1948-12-01,4,59.1,40.9,86.9,13.1,33,67
1949-01-01,4.3,58.7,41.3,86.5,13.5,32.6,67.4
1949-02-01,4.7,59,41,86.6,13.4,33,67
1949-03-01,5,58.9,41.1,86.5,13.5,33,67
1949-04-01,5.3,58.8,41.2,86.6,13.4,32.8,67.2
1949-05-01,6.1,59,41,86.6,13.4,33.1,66.9
1949-06-01,6.2,58.6,41.4,86.2,13.8,32.8,67.2
1949-07-01,6.7,58.9,41.1,86.1,13.9,33.4,66.6
1949-08-01,6.8,59.2,40.8,86.6,13.4,33.5,66.5
1949-09-01,6.6,59.1,40.9,86.6,13.4,33.4,66.6
1949-10-01,7.9,59.6,40.4,87.4,12.6,33.6,66.4
1949-11-01,6.4,59.4,40.6,86.8,13.2,33.7,66.3
1949-12-01,6.6,59.2,40.8,86.6,13.4,33.5,66.5
1950-01-01,6.5,58.9,41.1,86.2,13.8,33.4,66.6
1950-02-01,6.4,58.9,41.1,86.1,13.9,33.4,66.6
1950-03-01,6.3,58.8,41.2,85.9,14.1,33.2,66.8
1950-04-01,5.8,59.2,40.8,86.2,13.8,33.9,66.1
1950-05-01,5.5,59.1,40.9,86.3,13.7,33.6,66.4
1950-06-01,5.4,59.4,40.6,86.2,13.8,34.2,65.8
1950-07-01,5,59.1,40.9,86.1,13.9,33.7,66.3
1950-08-01,4.5,59.5,40.5,86.5,13.5,34.1,65.9
1950-09-01,4.4,59.2,40.8,86.5,13.5,33.7,66.3
1950-10-01,4.2,59.4,40.6,86.4,13.6,34.3,65.7
1950-11-01,4.2,59.3,40.7,86.3,13.7,34.4,65.6
1950-12-01,4.3,59.2,40.8,86.3,13.7,34,66
1951-01-01,3.7,59.1,40.9,86,14,34.3,65.7
1951-02-01,3.4,59.1,40.9,86.3,13.7,34.2,65.8
1951-03-01,3.4,59.8,40.2,86.9,13.1,35,65
1951-04-01,3.1,59.1,40.9,86.3,13.7,34.4,65.6
1951-05-01,3,59.4,40.6,86.6,13.4,34.7,65.3
1951-06-01,3.2,59,41,86.4,13.6,34.2,65.8
1951-07-01,3.1,59.4,40.6,86.3,13.7,35.2,64.8
1951-08-01,3.1,59.2,40.8,86.5,13.5,34.7,65.3
1951-09-01,3.3,59.1,40.9,86.4,13.6,34.4,65.6
1951-10-01,3.5,59.4,40.6,86.8,13.2,34.8,65.2
1951-11-01,3.5,59.2,40.8,86.5,13.5,34.7,65.3
1951-12-01,3.1,59.6,40.4,86.8,13.2,35.1,64.9
1952-01-01,3.2,59.5,40.5,86.8,13.2,35,65
1952-02-01,3.1,59.5,40.5,87,13,34.9,65.1
1952-03-01,2.9,58.9,41.1,86.5,13.5,34.1,65.9
1952-04-01,2.9,58.8,41.2,86.3,13.7,34.3,65.7
1952-05-01,3,59.1,40.9,86.4,13.6,34.7,65.3
1952-06-01,3,59.1,40.9,86.4,13.6,34.6,65.4
1952-07-01,3.2,58.9,41.1,86.3,13.7,34.4,65.6
1952-08-01,3.4,58.7,41.3,85.9,14.1,34.4,65.6
1952-09-01,3.1,59.2,40.8,85.9,14.1,35.4,64.6
1952-10-01,3,58.7,41.3,85.6,14.4,34.6,65.4
1952-11-01,2.8,59.1,40.9,85.6,14.4,35.4,64.6
1952-12-01,2.7,59.2,40.8,86.4,13.6,34.8,65.2
1953-01-01,2.9,59.5,40.5,86.5,13.5,35.1,64.9
1953-02-01,2.6,59.5,40.5,86.8,13.2,34.9,65.1
1953-03-01,2.6,59.6,40.4,86.8,13.2,35.2,64.8
1953-04-01,2.7,59.1,40.9,86.3,13.7,34.6,65.4
1953-05-01,2.5,58.6,41.4,85.8,14.2,34,66
1953-06-01,2.5,58.9,41.1,85.8,14.2,34.7,65.3
1953-07-01,2.6,58.9,41.1,85.9,14.1,34.6,65.4
1953-08-01,2.7,58.6,41.4,85.7,14.3,34.2,65.8
1953-09-01,2.9,58.5,41.5,85.4,14.6,34.3,65.7
1953-10-01,3.1,58.5,41.5,85.4,14.6,34.4,65.6
1953-11-01,3.5,58.6,41.4,85.9,14.1,33.9,66.1
1953-12-01,4.5,58.3,41.7,85.8,14.2,33.6,66.4
1954-01-01,4.9,58.6,41.4,85.8,14.2,33.9,66.1
1954-02-01,5.2,59.3,40.7,86.2,13.8,35,65
1954-03-01,5.7,59.1,40.9,85.6,14.4,35.1,64.9
1954-04-01,5.9,59.2,40.8,86,14,35,65
1954-05-01,5.9,58.9,41.1,85.7,14.3,34.6,65.4
1954-06-01,5.6,58.5,41.5,85.3,14.7,34.4,65.6
1954-07-01,5.8,58.4,41.6,85.4,14.6,34.1,65.9
1954-08-01,6,58.7,41.3,85.9,14.1,34.3,65.7
1954-09-01,6.1,59.2,40.8,86,14,34.9,65.1
1954-10-01,5.7,58.8,41.2,85.5,14.5,34.8,65.2
1954-11-01,5.3,58.6,41.4,85.2,14.8,34.6,65.4
1954-12-01,5,58.1,41.9,84.8,15.2,34.1,65.9
1955-01-01,4.9,58.6,41.4,85,15,34.7,65.3
1955-02-01,4.7,58.4,41.6,84.8,15.2,34.5,65.5
1955-03-01,4.6,58.5,41.5,85,15,34.5,65.5
1955-04-01,4.7,59,41,85.2,14.8,35.3,64.7
1955-05-01,4.3,58.8,41.2,85.1,14.9,35,65
1955-06-01,4.2,58.8,41.2,84.8,15.2,35.2,64.8
1955-07-01,4,59.3,40.7,85.3,14.7,35.8,64.2
1955-08-01,4.2,59.7,40.3,85.4,14.6,36.4,63.6
1955-09-01,4.1,59.7,40.3,85.6,14.4,36.2,63.8
1955-10-01,4.3,59.8,40.2,85.7,14.3,36.4,63.6
1955-11-01,4.2,59.9,40.1,85.8,14.2,36.5,63.5
1955-12-01,4.2,60.2,39.8,85.9,14.1,37,63
1956-01-01,4,60.2,39.8,86.1,13.9,36.7,63.3
1956-02-01,3.9,59.9,40.1,85.9,14.1,36.3,63.7
1956-03-01,4.2,59.8,40.2,85.8,14.2,36.4,63.6
1956-04-01,4,59.9,40.1,85.6,14.4,36.6,63.4
1956-05-01,4.3,60.2,39.8,85.8,14.2,37.1,62.9
1956-06-01,4.3,60.1,39.9,85.7,14.3,37,63
1956-07-01,4.4,60.1,39.9,85.5,14.5,37.2,62.8
1956-08-01,4.1,60,40,85.4,14.6,37,63
1956-09-01,3.9,60,40,85.2,14.8,37.1,62.9
1956-10-01,3.9,59.8,40.2,85,15,36.9,63.1
1956-11-01,4.3,59.8,40.2,85.2,14.8,36.9,63.1
1956-12-01,4.2,59.8,40.2,85,15,36.9,63.1
1957-01-01,4.2,59.5,40.5,84.8,15.2,36.6,63.4
1957-02-01,3.9,59.9,40.1,85,15,37.1,62.9
1957-03-01,3.7,59.8,40.2,85.2,14.8,36.9,63.1
1957-04-01,3.9,59.5,40.5,85,15,36.5,63.5
1957-05-01,4.1,59.5,40.5,84.9,15.1,36.6,63.4
1957-06-01,4.3,59.8,40.2,85.2,14.8,36.8,63.2
1957-07-01,4.2,60,40,85.1,14.9,37.2,62.8
1957-08-01,4.1,59.3,40.7,84.4,15.6,36.6,63.4
1957-09-01,4.4,59.6,40.4,84.6,15.4,36.9,63.1
1957-10-01,4.5,59.5,40.5,84.4,15.6,37,63
1957-11-01,5.1,59.5,40.5,84.4,15.6,36.9,63.1
1957-12-01,5.2,59.6,40.4,84.5,15.5,37.1,62.9
1958-01-01,5.8,59.3,40.7,84.1,15.9,36.8,63.2
1958-02-01,6.4,59.3,40.7,84,16,37,63
1958-03-01,6.7,59.3,40.7,84,16,37,63
1958-04-01,7.4,59.6,40.4,84.3,15.7,37.3,62.7
1958-05-01,7.4,59.8,40.2,84.6,15.4,37.4,62.6
1958-06-01,7.3,59.5,40.5,84.3,15.7,37.1,62.9
1958-07-01,7.5,59.6,40.4,84.6,15.4,37,63
1958-08-01,7.4,59.8,40.2,84.6,15.4,37.3,62.7
1958-09-01,7.1,59.7,40.3,84.7,15.3,37,63
1958-10-01,6.7,59.6,40.4,84.6,15.4,37,63
1958-11-01,6.2,59.2,40.8,84,16,36.8,63.2
1958-12-01,6.2,59.2,40.8,83.8,16.2,36.9,63.1
1959-01-01,6,59.3,40.7,83.8,16.2,37.1,62.9
1959-02-01,5.9,59,41,83.5,16.5,36.8,63.2
1959-03-01,5.6,59.3,40.7,83.8,16.2,37.1,62.9
1959-04-01,5.2,59.4,40.6,83.9,16.1,37.3,62.7
1959-05-01,5.1,59.2,40.8,83.6,16.4,37.1,62.9
1959-06-01,5,59.2,40.8,83.5,16.5,37.3,62.7
1959-07-01,5.1,59.4,40.6,83.9,16.1,37.1,62.9
1959-08-01,5.2,59.2,40.8,83.7,16.3,37.1,62.9
1959-09-01,5.5,59.3,40.7,83.9,16.1,37,63
1959-10-01,5.7,59.4,40.6,83.8,16.2,37.4,62.6
1959-11-01,5.8,59.1,40.9,83.5,16.5,37,63
1959-12-01,5.3,59.5,40.5,83.9,16.1,37.3,62.7
1960-01-01,5.2,59.1,40.9,83.6,16.4,37,63
1960-02-01,4.8,59.1,40.9,83.4,16.6,37.1,62.9
1960-03-01,5.4,58.5,41.5,82.8,17.2,36.6,63.4
1960-04-01,5.2,59.5,40.5,83.6,16.4,37.8,62.2
1960-05-01,5.1,59.5,40.5,83.4,16.6,37.9,62.1
1960-06-01,5.4,59.7,40.3,83.3,16.7,38.4,61.6
1960-07-01,5.5,59.5,40.5,83.2,16.8,38.1,61.9
1960-08-01,5.6,59.5,40.5,83.3,16.7,37.9,62.1
1960-09-01,5.5,59.7,40.3,83.5,16.5,38.2,61.8
1960-10-01,6.1,59.4,40.6,83.4,16.6,37.7,62.3
1960-11-01,6.1,59.8,40.2,83.7,16.3,38.2,61.8
1960-12-01,6.6,59.7,40.3,83.4,16.6,38.2,61.8
1961-01-01,6.6,59.6,40.4,83.4,16.6,38.2,61.8
1961-02-01,6.9,59.6,40.4,82.9,17.1,38.5,61.5
1961-03-01,6.9,59.7,40.3,83.1,16.9,38.7,61.3
1961-04-01,7,59.3,40.7,82.8,17.2,38.1,61.9
1961-05-01,7.1,59.4,40.6,83,17,38.1,61.9
1961-06-01,6.9,59.7,40.3,83.1,16.9,38.6,61.4
1961-07-01,7,59.3,40.7,82.8,17.2,38.1,61.9
1961-08-01,6.6,59.3,40.7,82.9,17.1,38,62
1961-09-01,6.7,59,41,82.6,17.4,37.7,62.3
1961-10-01,6.5,59.1,40.9,82.6,17.4,38,62
1961-11-01,6.1,59.1,40.9,82.7,17.3,37.8,62.2
1961-12-01,6,58.8,41.2,82.5,17.5,37.5,62.5
1962-01-01,5.8,58.8,41.2,82.2,17.8,37.9,62.1
1962-02-01,5.5,59,41,82.5,17.5,38,62
1962-03-01,5.6,58.9,41.1,82.5,17.5,37.8,62.2
1962-04-01,5.6,58.7,41.3,82,18,37.8,62.2
1962-05-01,5.5,58.9,41.1,82.4,17.6,37.8,62.2
1962-06-01,5.5,58.8,41.2,82.1,17.9,37.8,62.2
1962-07-01,5.4,58.5,41.5,81.7,18.3,37.7,62.3
1962-08-01,5.7,59,41,82.1,17.9,38.3,61.7
1962-09-01,5.6,59,41,82,18,38.3,61.7
1962-10-01,5.4,58.7,41.3,81.7,18.3,37.9,62.1
1962-11-01,5.7,58.5,41.5,81.6,18.4,37.8,62.2
1962-12-01,5.5,58.4,41.6,81.4,18.6,37.8,62.2
1963-01-01,5.7,58.6,41.4,81.4,18.6,38,62
1963-02-01,5.9,58.6,41.4,81.3,18.7,38.2,61.8
1963-03-01,5.7,58.6,41.4,81.4,18.6,38.2,61.8
1963-04-01,5.7,58.8,41.2,81.5,18.5,38.4,61.6
1963-05-01,5.9,58.8,41.2,81.4,18.6,38.5,61.5
1963-06-01,5.6,58.5,41.5,81.2,18.8,38.1,61.9
1963-07-01,5.6,58.7,41.3,81.5,18.5,38.3,61.7
1963-08-01,5.4,58.5,41.5,81.3,18.7,38,62
1963-09-01,5.5,58.7,41.3,81.4,18.6,38.4,61.6
1963-10-01,5.5,58.8,41.2,81.3,18.7,38.6,61.4
1963-11-01,5.7,58.8,41.2,81.4,18.6,38.5,61.5
1963-12-01,5.5,58.5,41.5,81,19,38.3,61.7
1964-01-01,5.6,58.6,41.4,81,19,38.4,61.6
1964-02-01,5.4,58.8,41.2,81,19,38.8,61.2
1964-03-01,5.4,58.7,41.3,81,19,38.7,61.3
1964-04-01,5.3,59.1,40.9,81.3,18.7,39.2,60.8
1964-05-01,5.1,59.1,40.9,81.4,18.6,39.1,60.9
1964-06-01,5.2,58.7,41.3,80.9,19.1,38.8,61.2
1964-07-01,4.9,58.6,41.4,81.1,18.9,38.5,61.5
1964-08-01,5,58.6,41.4,80.9,19.1,38.6,61.4
1964-09-01,5.1,58.7,41.3,81.1,18.9,38.5,61.5
1964-10-01,5.1,58.6,41.4,80.9,19.1,38.6,61.4
1964-11-01,4.8,58.5,41.5,80.8,19.2,38.5,61.5
1964-12-01,5,58.6,41.4,80.6,19.4,38.8,61.2
1965-01-01,4.9,58.6,41.4,80.7,19.3,38.7,61.3
1965-02-01,5.1,58.7,41.3,80.9,19.1,38.8,61.2
1965-03-01,4.7,58.7,41.3,80.7,19.3,39,61
1965-04-01,4.8,58.8,41.2,81,19,39,61
1965-05-01,4.6,59,41,81.2,18.8,39,61
1965-06-01,4.6,58.8,41.2,80.5,19.5,39.4,60.6
1965-07-01,4.4,59.1,40.9,80.9,19.1,39.5,60.5
1965-08-01,4.4,58.9,41.1,80.6,19.4,39.3,60.7
1965-09-01,4.3,58.7,41.3,80.3,19.7,39.3,60.7
1965-10-01,4.2,58.9,41.1,80.6,19.4,39.5,60.5
1965-11-01,4.1,58.8,41.2,80.3,19.7,39.6,60.4
1965-12-01,4,59,41,80.5,19.5,39.8,60.2
1966-01-01,4,59,41,80.5,19.5,39.8,60.2
1966-02-01,3.8,58.8,41.2,80.3,19.7,39.6,60.4
1966-03-01,3.8,58.8,41.2,80.4,19.6,39.6,60.4
1966-04-01,3.8,59,41,80.5,19.5,39.8,60.2
1966-05-01,3.9,59,41,80.3,19.7,40,60
1966-06-01,3.8,59.1,40.9,80.5,19.5,40.1,59.9
1966-07-01,3.8,59.1,40.9,80.5,19.5,40.2,59.8
1966-08-01,3.8,59.3,40.7,80.5,19.5,40.5,59.5
1966-09-01,3.7,59.3,40.7,80.2,19.8,40.7,59.3
1966-10-01,3.7,59.3,40.7,80.2,19.8,40.7,59.3
1966-11-01,3.6,59.6,40.4,80.4,19.6,41.1,58.9
1966-12-01,3.8,59.5,40.5,80.5,19.5,41,59
1967-01-01,3.9,59.5,40.5,80.5,19.5,40.8,59.2
1967-02-01,3.8,59.3,40.7,80.4,19.6,40.7,59.3
1967-03-01,3.8,59.1,40.9,80.2,19.8,40.4,59.6
1967-04-01,3.8,59.4,40.6,80.3,19.7,40.9,59.1
1967-05-01,3.8,59.3,40.7,80.3,19.7,40.7,59.3
1967-06-01,3.9,59.6,40.4,80.6,19.4,41,59
1967-07-01,3.8,59.6,40.4,80.6,19.4,41.1,58.9
1967-08-01,3.8,59.7,40.3,80.6,19.4,41.2,58.8
1967-09-01,3.8,59.7,40.3,80.3,19.7,41.4,58.6
1967-10-01,4,59.9,40.1,80.5,19.5,41.7,58.3
1967-11-01,3.9,59.8,40.2,80.4,19.6,41.6,58.4
1967-12-01,3.8,59.9,40.1,80.4,19.6,41.9,58.1
1968-01-01,3.7,59.2,40.8,79.8,20.2,41,59
1968-02-01,3.8,59.6,40.4,80.2,19.8,41.4,58.6
1968-03-01,3.7,59.6,40.4,80,20,41.5,58.5
1968-04-01,3.5,59.5,40.5,80.1,19.9,41.4,58.6
1968-05-01,3.5,59.9,40.1,80.1,19.9,42,58
1968-06-01,3.7,60,40,80.5,19.5,42,58
1968-07-01,3.7,59.8,40.2,80.3,19.7,41.8,58.2
1968-08-01,3.5,59.6,40.4,80.3,19.7,41.4,58.6
1968-09-01,3.4,59.5,40.5,79.9,20.1,41.6,58.4
1968-10-01,3.4,59.5,40.5,79.9,20.1,41.6,58.4
1968-11-01,3.4,59.6,40.4,79.8,20.2,41.8,58.2
1968-12-01,3.4,59.7,40.3,80,20,41.8,58.2
1969-01-01,3.4,59.6,40.4,79.8,20.2,41.9,58.1
1969-02-01,3.4,60,40,80,20,42.3,57.7
1969-03-01,3.4,59.9,40.1,79.9,20.1,42.3,57.7
1969-04-01,3.4,60,40,79.8,20.2,42.5,57.5
1969-05-01,3.4,59.8,40.2,79.5,20.5,42.4,57.6
1969-06-01,3.5,60.1,39.9,79.7,20.3,42.9,57.1
1969-07-01,3.5,60.1,39.9,79.8,20.2,42.9,57.1
1969-08-01,3.5,60.3,39.7,79.9,20.1,43,57
1969-09-01,3.7,60.3,39.7,80.1,19.9,42.9,57.1
1969-10-01,3.7,60.4,39.6,79.9,20.1,43.2,56.8
1969-11-01,3.5,60.2,39.8,79.8,20.2,43,57
1969-12-01,3.5,60.2,39.8,79.7,20.3,43.1,56.9
1970-01-01,3.9,60.4,39.6,79.9,20.1,43.3,56.7
1970-02-01,4.2,60.4,39.6,80,20,43.2,56.8
1970-03-01,4.4,60.6,39.4,80,20,43.4,56.6
1970-04-01,4.6,60.6,39.4,80,20,43.6,56.4
1970-05-01,4.8,60.3,39.7,79.9,20.1,43.1,56.9
1970-06-01,4.9,60.2,39.8,79.6,20.4,43.1,56.9
1970-07-01,5,60.4,39.6,79.6,20.4,43.5,56.5
1970-08-01,5.1,60.3,39.7,79.4,20.6,43.4,56.6
1970-09-01,5.4,60.2,39.8,79.5,20.5,43.2,56.8
1970-10-01,5.5,60.4,39.6,79.4,20.6,43.5,56.5
1970-11-01,5.9,60.4,39.6,79.5,20.5,43.5,56.5
1970-12-01,6.1,60.4,39.6,79.6,20.4,43.4,56.6
1971-01-01,5.9,60.4,39.6,79.4,20.6,43.6,56.4
1971-02-01,5.9,60.1,39.9,79.1,20.9,43.3,56.7
1971-03-01,6,60,40,78.9,21.1,43.3,56.7
1971-04-01,5.9,60.1,39.9,79.3,20.7,43.2,56.8
1971-05-01,5.9,60.2,39.8,79.3,20.7,43.2,56.8
1971-06-01,5.9,59.8,40.2,78.8,21.2,42.8,57.2
1971-07-01,6,60.1,39.9,79.3,20.7,43.1,56.9
1971-08-01,6.1,60.2,39.8,79.3,20.7,43.3,56.7
1971-09-01,6,60.1,39.9,79,21,43.4,56.6
1971-10-01,5.8,60.1,39.9,78.9,21.1,43.5,56.5
1971-11-01,6,60.4,39.6,79.1,20.9,43.8,56.2
1971-12-01,6,60.4,39.6,79.1,20.9,43.8,56.2
1972-01-01,5.8,60.2,39.8,78.8,21.2,43.8,56.2
1972-02-01,5.7,60.2,39.8,78.8,21.2,43.6,56.4
1972-03-01,5.8,60.5,39.5,79.1,20.9,43.9,56.1
1972-04-01,5.7,60.4,39.6,78.9,21.1,43.9,56.1
1972-05-01,5.7,60.4,39.6,78.9,21.1,43.9,56.1
1972-06-01,5.7,60.4,39.6,79,21,43.9,56.1
1972-07-01,5.6,60.4,39.6,78.9,21.1,43.9,56.1
1972-08-01,5.6,60.6,39.4,79.1,20.9,44,56
1972-09-01,5.5,60.4,39.6,78.9,21.1,43.9,56.1
1972-10-01,5.6,60.3,39.7,78.8,21.2,43.9,56.1
1972-11-01,5.3,60.3,39.7,78.8,21.2,43.9,56.1
1972-12-01,5.2,60.5,39.5,79,21,44,56
1973-01-01,4.9,60,40,78.4,21.6,43.7,56.3
1973-02-01,5,60.5,39.5,78.8,21.2,44.3,55.7
1973-03-01,4.9,60.8,39.2,79.1,20.9,44.4,55.6
1973-04-01,5,60.8,39.2,78.9,21.1,44.6,55.4
1973-05-01,4.9,60.6,39.4,78.6,21.4,44.6,55.4
1973-06-01,4.9,60.9,39.1,78.8,21.2,45,55
1973-07-01,4.8,60.9,39.1,78.9,21.1,44.8,55.2
1973-08-01,4.8,60.7,39.3,78.6,21.4,44.8,55.2
1973-09-01,4.8,60.8,39.2,78.6,21.4,45,55
1973-10-01,4.6,60.9,39.1,78.8,21.2,45,55
1973-11-01,4.8,61.2,38.8,79,21,45.3,54.7
1973-12-01,4.9,61.2,38.8,79.1,20.9,45.3,54.7
1974-01-01,5.1,61.3,38.7,79.5,20.5,45.1,54.9
1974-02-01,5.2,61.4,38.6,79.3,20.7,45.4,54.6
1974-03-01,5.1,61.3,38.7,79,21,45.5,54.5
1974-04-01,5.1,61.1,38.9,78.6,21.4,45.4,54.6
1974-05-01,5.1,61.2,38.8,78.7,21.3,45.5,54.5
1974-06-01,5.4,61.2,38.8,78.7,21.3,45.7,54.3
1974-07-01,5.5,61.4,38.6,78.4,21.6,46.1,53.9
1974-08-01,5.5,61.2,38.8,78.4,21.6,45.7,54.3
1974-09-01,5.9,61.4,38.6,78.6,21.4,46,54
1974-10-01,6,61.3,38.7,78.6,21.4,45.8,54.2
1974-11-01,6.6,61.3,38.7,78.6,21.4,45.9,54.1
1974-12-01,7.2,61.2,38.8,78.4,21.6,45.9,54.1
1975-01-01,8.1,61.4,38.6,78.3,21.7,46.3,53.7
1975-02-01,8.1,61,39,78,22,45.9,54.1
1975-03-01,8.6,61.2,38.8,78,22,46.2,53.8
1975-04-01,8.8,61.3,38.7,78.1,21.9,46.3,53.7
1975-05-01,9,61.5,38.5,78.3,21.7,46.4,53.6
1975-06-01,8.8,61.2,38.8,77.8,22.2,46.3,53.7
1975-07-01,8.6,61.3,38.7,78.1,21.9,46.4,53.6
1975-08-01,8.4,61.3,38.7,77.9,22.1,46.5,53.5
1975-09-01,8.4,61.2,38.8,77.8,22.2,46.4,53.6
1975-10-01,8.4,61.2,38.8,77.6,22.4,46.5,53.5
1975-11-01,8.3,61.1,38.9,77.5,22.5,46.4,53.6
1975-12-01,8.2,61.1,38.9,77.2,22.8,46.6,53.4
1976-01-01,7.9,61.3,38.7,77.4,22.6,46.9,53.1
1976-02-01,7.7,61.3,38.7,77.3,22.7,46.9,53.1
1976-03-01,7.6,61.3,38.7,77.3,22.7,47,53
1976-04-01,7.7,61.6,38.4,77.7,22.3,47.1,52.9
1976-05-01,7.4,61.5,38.5,77.6,22.4,47.2,52.8
1976-06-01,7.6,61.5,38.5,77.3,22.7,47.3,52.7
1976-07-01,7.8,61.8,38.2,77.6,22.4,47.6,52.4
1976-08-01,7.8,61.8,38.2,77.6,22.4,47.6,52.4
1976-09-01,7.6,61.6,38.4,77.5,22.5,47.3,52.7
1976-10-01,7.7,61.6,38.4,77.5,22.5,47.3,52.7
1976-11-01,7.8,61.9,38.1,77.7,22.3,47.7,52.3
1976-12-01,7.8,61.8,38.2,77.6,22.4,47.7,52.3
1977-01-01,7.5,61.6,38.4,77.3,22.7,47.6,52.4
1977-02-01,7.6,61.9,38.1,77.6,22.4,47.9,52.1
1977-03-01,7.4,62,38,77.5,22.5,48.2,51.8
1977-04-01,7.2,62.1,37.9,77.5,22.5,48.3,51.7
1977-05-01,7,62.2,37.8,77.6,22.4,48.4,51.6
1977-06-01,7.2,62.4,37.6,77.8,22.2,48.5,51.5
1977-07-01,6.9,62.1,37.9,77.6,22.4,48.3,51.7
1977-08-01,7,62.3,37.7,77.7,22.3,48.6,51.4
1977-09-01,6.8,62.3,37.7,77.3,22.7,48.8,51.2
1977-10-01,6.8,62.4,37.6,77.8,22.2,48.6,51.4
1977-11-01,6.8,62.8,37.2,78,22,49.1,50.9
1977-12-01,6.4,62.7,37.3,78,22,48.9,51.1
1978-01-01,6.4,62.8,37.2,77.9,22.1,49.2,50.8
1978-02-01,6.3,62.7,37.3,77.8,22.2,49.2,50.8
1978-03-01,6.3,62.8,37.2,77.7,22.3,49.4,50.6
1978-04-01,6.1,63,37,77.8,22.2,49.7,50.3
1978-05-01,6,63.1,36.9,77.8,22.2,49.9,50.1
1978-06-01,5.9,63.3,36.7,78,22,50.1,49.9
1978-07-01,6.2,63.2,36.8,77.8,22.2,50.1,49.9
1978-08-01,5.9,63.2,36.8,77.8,22.2,50,50
1978-09-01,6,63.3,36.7,77.6,22.4,50.4,49.6
1978-10-01,5.8,63.3,36.7,77.8,22.2,50.4,49.6
1978-11-01,5.9,63.5,36.5,78,22,50.5,49.5
1978-12-01,6,63.6,36.4,78,22,50.6,49.4
1979-01-01,5.9,63.6,36.4,78.2,21.8,50.5,49.5
1979-02-01,5.9,63.8,36.2,78.3,21.7,50.8,49.2
1979-03-01,5.8,63.8,36.2,78,22,51,49
1979-04-01,5.8,63.5,36.5,77.8,22.2,50.6,49.4
1979-05-01,5.6,63.3,36.7,77.6,22.4,50.6,49.4
1979-06-01,5.7,63.5,36.5,77.8,22.2,50.7,49.3
1979-07-01,5.7,63.6,36.4,77.9,22.1,50.9,49.1
1979-08-01,6,63.6,36.4,77.7,22.3,51,49
1979-09-01,5.9,63.8,36.2,77.9,22.1,51.1,48.9
1979-10-01,6,63.7,36.3,77.6,22.4,51.3,48.7
1979-11-01,5.9,63.7,36.3,77.5,22.5,51.3,48.7
1979-12-01,6,63.9,36.1,77.6,22.4,51.5,48.5
1980-01-01,6.3,64,36,77.8,22.2,51.6,48.4
1980-02-01,6.3,64,36,77.9,22.1,51.5,48.5
1980-03-01,6.3,63.7,36.3,77.6,22.4,51.3,48.7
1980-04-01,6.9,63.8,36.2,77.5,22.5,51.4,48.6
1980-05-01,7.5,63.9,36.1,77.7,22.3,51.5,48.5
1980-06-01,7.6,63.7,36.3,77.4,22.6,51.3,48.7
1980-07-01,7.8,63.8,36.2,77.5,22.5,51.5,48.5
1980-08-01,7.7,63.7,36.3,77.3,22.7,51.5,48.5
1980-09-01,7.5,63.6,36.4,77.2,22.8,51.4,48.6
1980-10-01,7.5,63.7,36.3,77.3,22.7,51.6,48.4
1980-11-01,7.5,63.8,36.2,77.3,22.7,51.6,48.4
1980-12-01,7.2,63.6,36.4,77,23,51.5,48.5
1981-01-01,7.5,63.9,36.1,77.3,22.7,51.9,48.1
1981-02-01,7.4,63.9,36.1,77.2,22.8,52,48
1981-03-01,7.4,64.1,35.9,77.3,22.7,52.1,47.9
1981-04-01,7.2,64.2,35.8,77.5,22.5,52.3,47.7
1981-05-01,7.5,64.3,35.7,77.5,22.5,52.4,47.6
1981-06-01,7.5,63.7,36.3,76.7,23.3,52.1,47.9
1981-07-01,7.2,63.8,36.2,76.8,23.2,52.1,47.9
1981-08-01,7.4,63.8,36.2,76.9,23.1,52.1,47.9
1981-09-01,7.6,63.5,36.5,76.6,23.4,51.7,48.3
